obs_id,market_pig,market_pig_original,log_scale,size_class,Report_year,Scale-up,No.,E_TE_VRS,E_TE_CRS,E_SE,L_TE_VRS,L_TE_CRS,L_SE,G_TE_VRS,G_TE_CRS,G_SE,A_TE_VRS,A_TE_CRS,A_SE,Meta_TE_VRS,Meta_TE_CRS,Meta_Source,E_TGR_VRS,E_TGR_CRS,L_TGR_VRS,L_TGR_CRS,G_TGR_VRS,G_TGR_CRS,A_TGR_VRS,A_TGR_CRS
65,2.2713962264150944,30096,4.4785087782063036,Medium,2021,N/A,F49,0.6990778081110742,0.6841311408655913,0.9786194511225165,0.7987037930835557,0.7356049495739758,0.9209984426567274,0.8340974734037254,0.817139791847255,0.979669424620997,0.8013509397131964,0.7649293420271666,0.954549753571057,0.8340974734037254,0.817139791847255,G,0.8381248360078678,0.8372265647705399,0.9575664937867061,0.9002192243153908,1,1,0.9607401595920206,0.9361058531954983
66,2.6739622641509433,35430,4.549371152333177,Medium,2020,N/A,F19,0.999999999999457,0.999999999999457,1,0.999999999999457,0.999999999999457,1,0.999999999999457,0.9999999999994569,0.9999999999999999,0.999999999999457,0.999999999999457,1,0.999999999999457,0.999999999999457,E,1,1,1,1,1,0.9999999999999999,1,1
67,3.018867924528302,40000,4.6020599913279625,Medium,2021,N/A,F37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,E,1,1,1,1,1,1,1,1
68,3.018867924528302,40000,4.6020599913279625,Medium,2024,N/A,F26,0.4625660423170412,0.4559267906334391,0.9856469107625251,0.6291555140944096,0.6053034265447423,0.9620887252589698,0.76305613245678106,0.7564480304213143,0.9913399529151401,0.6482505616676967,0.6325193990578105,0.975732897832875,0.76305613245678106,0.7564480304213143,G,0.606201854151589,0.6027205733875787,0.8245206182522156,0.8001916882612679,1,1,0.8495450519223933,0.8361703297786631
69,3.018867924528302,40000,4.6020599913279625,Medium,2024,N/A,F40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,E,1,1,1,1,1,1,1,1
70,3.6110943396226416,47847,4.679854712765105,Medium,2021,N/A,F38,0.5241147385570577,0.5232161246940258,0.9982854634740747,0.7777375387936778,0.7369211032899972,0.9475190106330863,0.8101046878196615,0.8093117624909283,0.9990212063444944,0.7358376026920838,0.7162631011361255,0.9733983402256906,0.8101046878196615,0.8093117624909283,G,0.6469716154435236,0.6464951443231873,0.9600457206177914,0.9105528146803098,1,1,0.9083240891649914,0.885027420003863
71,3.7735849056603774,50000,4.698970004336019,Medium,2021,N/A,F36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,E,1,1,1,1,1,1,1,1
72,3.7735849056603774,50000,4.698970004336019,Medium,2022,1,F30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,E,1,1,1,1,1,1,1,1
73,4.528301886792453,60000,4.778151250383644,Large,2021,N/A,F34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,E,1,1,1,1,1,1,1,1
74,5.449056603773585,72200,4.858537197569639,Large,2020,N/A,F20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,E,1,1,1,1,1,1,1,1
75,6.037735849056604,80000,4.903089986991944,Large,2019,1,F50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,E,1,1,1,1,1,1,1,1
76,7.547169811320755,100000,5,Large,2020,N/A,F58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,E,1,1,1,1,1,1,1,1
77,7.547169811320755,100000,5,Large,2020,N/A,F51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,E,1,1,1,1,1,1,1,1
78,7.547169811320755,100000,5,Large,2020,N/A,F52,0.6450086424611222,0.6285011202344383,0.9744072852052073,0.549554179214417,0.5310409397764952,0.9663122579389966,0.5904648844810715,0.5723219353332869,0.969273449404651,0.6036993436438116,0.5772142009062036,0.9561285878203065,0.6450086424611222,0.6285011202344383,E,1,1,0.8520105670483962,0.8449323679461553,0.915437167210766,0.9106140258267227,0.93595543362072,0.9183980462769834
79,9.433962264150944,125000,5.096910013008056,Large,2020,N/A,F57,0.8196121608699827,0.6475549791495888,0.7900748793944655,0.7912073775850139,0.7473155783861182,0.9445255435649933,0.8512019967196933,0.8495185271919625,0.9980222443859172,0.8552833326506006,0.7726399454163521,0.9033730880992042,0.8552833326506006,0.8495185271919625,A,0.9582931522001372,0.7622611613781358,0.9250821890016148,0.8796930902217392,0.9952280890143633,1,1,0.909503348879596
80,9.81132075471698,130000,5.113943352306837,Large,2019,1,F62,0.9999999999992206,0.9999999999992206,1,0.9999999999992206,1,1.0000000000007794,1,1,1,1,1,1,1,1,G,0.9999999999992206,0.9999999999992206,0.9999999999992206,1,1,1,1,1
81,13.584905660377359,180000,5.2552725051033065,Large,2020,N/A,F59,1,0.9999999999999999,0.9999999999999999,1,0.9999999999999999,0.9999999999999999,1,1,1,1,0.9999999999999999,0.9999999999999999,1,1,E,1,0.9999999999999999,1,0.9999999999999999,1,1,1,0.9999999999999999
82,15.09433962264151,200000,5.301029995663981,Large,2020,N/A,F54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,E,1,1,1,1,1,1,1,1
83,15.152150943396226,200766,5.302690166328378,Large,2020,N/A,F55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,E,1,1,1,1,1,1,1,1
84,27.169811320754718,360000,5.556302500767287,Large,2020,1,F56,1,0.9999999999999999,0.9999999999999999,1,0.9999999999999999,0.9999999999999999,1,0.9999999999999999,0.9999999999999999,1,0.9999999999999999,0.9999999999999999,1,0.9999999999999999,E,1,1,1,1,1,1,1,1
85,27.169811320754718,360000,5.556302500767287,Large,2020,N/A,F60,1,0.9999999999999999,0.9999999999999999,1,0.9999999999999999,0.9999999999999999,1,0.9999999999999999,0.9999999999999999,1,0.9999999999999999,0.9999999999999999,1,0.9999999999999999,E,1,1,1,1,1,1,1,1
86,27.169811320754718,360000,5.556302500767287,Large,2021,N/A,F61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,E,1,1,1,1,1,1,1,1
